timestamp,intake_lidar,left_lidar,right_lidar,drive_0,drive_1,drive_2,drive_3
1524533849612,673.0935936874153,-8.971118423342702,1647.7480407953262,734283.0,355577.0,-2717190.0,561002.0
1524533849614,673.0935936874153,-8.971118423342702,1647.7480407953262,734283.0,355577.0,-2717190.0,561002.0
1524533849617,671.5502990920545,-8.743043577671049,1649.6903626918793,734283.0,355577.0,-2717190.0,561002.0
1524533849620,671.5502990920545,-8.743043577671049,1649.6903626918793,734283.0,355577.0,-2717190.0,561002.0
1524533849622,671.5502990920545,-8.743043577671049,1649.6903626918793,734283.0,355577.0,-2717190.0,561002.0
1524533849623,671.5502990920545,-8.743043577671049,1649.6903626918793,734283.0,355577.0,-2717190.0,561002.0
1524533849626,671.5502990920545,-8.743043577671049,1649.6903626918793,734283.0,355577.0,-2717190.0,561002.0
1524533849629,671.5502990920545,-8.743043577671049,1649.6903626918793,734283.0,355577.0,-2717190.0,561002.0
1524533849633,671.5502990920545,-8.743043577671049,1649.6903626918793,734283.0,355577.0,-2717190.0,561002.0
1524533849638,672.1656116062404,-9.508687266707419,1645.8275454759598,734283.0,355577.0,-2717190.0,561002.0
1524533849642,672.1656116062404,-9.508687266707419,1645.8275454759598,734283.0,355577.0,-2717190.0,561002.0
1524533849647,672.1656116062404,-9.508687266707419,1645.8275454759598,734283.0,355577.0,-2717190.0,561002.0
1524533849652,672.1656116062404,-9.508687266707419,1645.8275454759598,734283.0,355577.0,-2717190.0,561002.0
1524533849657,671.5154970710279,-9.325584161281583,1643.185173845291,734283.0,355577.0,-2717190.0,561002.0
1524533849662,671.5154970710279,-9.325584161281583,1643.185173845291,734283.0,355577.0,-2717190.0,561002.0
1524533849667,671.5154970710279,-9.325584161281583,1643.185173845291,734283.0,355577.0,-2717190.0,561002.0
1524533849672,671.5154970710279,-9.325584161281583,1643.185173845291,734283.0,355577.0,-2717190.0,561002.0
1524533849677,670.7271661963464,-8.107183852791785,1643.8278461694717,734283.0,355577.0,-2717190.0,561002.0
1524533849682,670.7271661963464,-8.107183852791785,1643.8278461694717,734283.0,355577.0,-2717190.0,561002.0
1524533849687,670.7271661963464,-8.107183852791785,1643.8278461694717,734283.0,355577.0,-2717190.0,561002.0
1524533849692,670.7271661963464,-8.107183852791785,1643.8278461694717,734283.0,355577.0,-2717190.0,561002.0
1524533849697,671.6148898433448,-8.507718044519422,1643.310687303543,734283.0,355577.0,-2717190.0,561002.0
1524533849702,671.6148898433448,-8.507718044519422,1643.310687303543,734283.0,355577.0,-2717190.0,561002.0
1524533849707,671.6148898433448,-8.507718044519422,1643.310687303543,734283.0,355577.0,-2717190.0,561002.0
