timestamp,intake_lidar,left_lidar,right_lidar,drive_0,drive_1,drive_2,drive_3
1524533875277,670.4459117106201,-6.449937099218367,1660.439270734787,826255.0,412529.0,-2587564.0,485520.0
1524533875301,668.566370669365,-6.193483868241309,1659.4429783344267,826255.0,412529.0,-2587564.0,485520.0
1524533875307,669.4598344222309,-5.567202219367026,1657.7957401037215,826255.0,412529.0,-2587564.0,485520.0
1524533875310,669.4598344222309,-5.567202219367026,1657.7957401037215,826255.0,412529.0,-2587564.0,485520.0
1524533875312,669.4598344222309,-5.567202219367026,1657.7957401037215,826255.0,412529.0,-2587564.0,485520.0
1524533875313,669.4598344222309,-5.567202219367026,1657.7957401037215,826255.0,412529.0,-2587564.0,485520.0
1524533875317,671.8778129656316,-5.372374081611632,1659.410353040695,826255.0,412529.0,-2587564.0,485520.0
1524533875319,671.8778129656316,-5.372374081611632,1659.410353040695,826255.0,412529.0,-2587564.0,485520.0
1524533875321,671.8778129656316,-5.372374081611632,1659.410353040695,826255.0,412529.0,-2587564.0,485520.0
1524533875323,671.8778129656316,-5.372374081611632,1659.410353040695,826255.0,412529.0,-2587564.0,485520.0
1524533875327,671.8778129656316,-5.372374081611632,1659.410353040695,826255.0,412529.0,-2587564.0,485520.0
1524533875332,671.8778129656316,-5.372374081611632,1659.410353040695,826255.0,412529.0,-2587564.0,485520.0
1524533875337,669.901200391412,-5.843661642074583,1655.5595849514007,826255.0,412529.0,-2587564.0,485520.0
1524533875342,669.901200391412,-5.843661642074583,1655.5595849514007,826255.0,412529.0,-2587564.0,485520.0
1524533875347,669.901200391412,-5.843661642074583,1655.5595849514007,826255.0,412529.0,-2587564.0,485520.0
1524533875352,669.901200391412,-5.843661642074583,1655.5595849514007,826255.0,412529.0,-2587564.0,485520.0
1524533875357,668.8093550827505,-6.23977418541908,1656.1695659399034,826255.0,412529.0,-2587564.0,485520.0
1524533875362,668.8093550827505,-6.23977418541908,1656.1695659399034,826255.0,412529.0,-2587564.0,485520.0
1524533875367,668.8093550827505,-6.23977418541908,1656.1695659399034,826255.0,412529.0,-2587564.0,485520.0
1524533875372,668.8093550827505,-6.23977418541908,1656.1695659399034,826255.0,412529.0,-2587564.0,485520.0
1524533875378,670.1936570467949,-6.221455478668211,1655.2650269031524,826255.0,412529.0,-2587564.0,485520.0
1524533875382,670.1936570467949,-6.221455478668211,1655.2650269031524,826255.0,412529.0,-2587564.0,485520.0
1524533875387,670.1936570467949,-6.221455478668211,1655.2650269031524,826255.0,412529.0,-2587564.0,485520.0
1524533875392,670.1936570467949,-6.221455478668211,1655.2650269031524,826255.0,412529.0,-2587564.0,485520.0
1524533875397,669.724819785595,-6.603139814734457,1654.6426444530487,826255.0,412529.0,-2587564.0,485520.0
1524533875402,669.724819785595,-6.603139814734457,1654.6426444530487,826255.0,412529.0,-2587564.0,485520.0
1524533875407,669.724819785595,-6.603139814734457,1654.6426444530487,826255.0,412529.0,-2587564.0,485520.0
1524533875412,669.724819785595,-6.603139814734457,1654.6426444530487,826255.0,412529.0,-2587564.0,485520.0
1524533875417,669.9616040570736,-7.8252650558948496,1659.7976472616197,826255.0,412529.0,-2587564.0,485520.0
1524533875422,669.9616040570736,-7.8252650558948496,1659.7976472616197,826255.0,412529.0,-2587564.0,485520.0
1524533875427,669.9616040570736,-7.8252650558948496,1659.7976472616197,826255.0,412529.0,-2587564.0,485520.0
1524533875432,669.9616040570736,-7.8252650558948496,1659.7976472616197,826255.0,412529.0,-2587564.0,485520.0
1524533875437,670.3023093805314,-7.758637309074399,1660.8670480728151,826255.0,412529.0,-2587564.0,485520.0
1524533875442,670.3023093805314,-7.758637309074399,1660.8670480728151,826255.0,412529.0,-2587564.0,485520.0
1524533875447,670.3023093805314,-7.758637309074399,1660.8670480728151,826255.0,412529.0,-2587564.0,485520.0
1524533875452,670.3023093805314,-7.758637309074399,1660.8670480728151,826255.0,412529.0,-2587564.0,485520.0
1524533875457,669.3409391372205,-6.584968230128286,1661.5243517398835,826255.0,412529.0,-2587564.0,485520.0
1524533875462,669.3409391372205,-6.584968230128286,1661.5243517398835,826255.0,412529.0,-2587564.0,485520.0
